route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
19901038,199,RB38,,,3,,000000,FFFFFF
19901206,199,S6,,,3,,000000,FFFFFF
19901211,199,S11,,,3,,000000,FFFFFF
19901212,199,S12,,,3,,000000,FFFFFF
19901213,151,RB90,,,3,,000000,FFFFFF
19901219,199,S19,,,3,,000000,FFFFFF
19901223,199,S23,,,3,,000000,FFFFFF
19901224,130,RB26,,,3,,000000,FFFFFF
19901225,139,,RE6 (RRX),,3,,673BB8,FFFFFF
19901226,139,RE7,,,3,,8FD400,FFFFFF
19901298,199,SEV,,,3,,000000,FFFFFF
19911310,199,A,,,3,,000000,FFFFFF
19911789,199,B,,,3,,000000,FFFFFF
19911790,139,,RE5 (RRX),,3,,FF6418,FFFFFF
19911791,139,,RE1 (RRX),,3,,000000,FFFFFF
19911792,139,RB48,,,3,,FFC82E,FFFFFF
